date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:22:08	130/130	---M--	200	added ('OK')	text/css	etag:%2282-63d51df581140%22	https://andrara.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.31.2	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min242d.css	(from https://andrara.com/)
20:22:08	1454/1454	---M--	200	added ('OK')	text/css	etag:%225ae-63dcfbda10924%22	https://andrara.com/wp-content/uploads/elementor/css/custom-widget-image-box.min.css?ver=1756812309	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/uploads/elementor/css/custom-widget-image-box.min36ab.css	(from https://andrara.com/)
20:22:08	16471/16471	---M--	200	added ('OK')	text/css	etag:%224057-63d51df581140%22	https://andrara.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://andrara.com/)
20:22:08	5486/5486	---M--	200	added ('OK')	text/css	etag:%22156e-63d51df581140%22	https://andrara.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.31.2	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min242d.css	(from https://andrara.com/)
20:22:08	137/137	---M--	200	added ('OK')	text/css	etag:%2289-63d51df581140%22	https://andrara.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?ver=3.31.2	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min242d.css	(from https://andrara.com/)
20:22:09	1283/1283	---M--	200	added ('OK')	text/css	etag:%22503-63d51df581140%22	https://andrara.com/wp-content/plugins/elementor/assets/css/widget-video.min.css?ver=3.31.2	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/elementor/assets/css/widget-video.min242d.css	(from https://andrara.com/)
20:22:09	115844/115844	---M--	200	added ('OK')	text/css	etag:%221c484-63d51df48cf00%22	https://andrara.com/wp-content/plugins/metform/public/assets/css/metform-ui.css?ver=4.0.5	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/metform/public/assets/css/metform-ui631d.css	(from https://andrara.com/)
20:22:09	25359/25359	---M--	200	added ('OK')	text/css	etag:%22630f-63d51df48cf00%22	https://andrara.com/wp-content/plugins/metform/public/assets/css/style.css?ver=4.0.5	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/metform/public/assets/css/style631d.css	(from https://andrara.com/)
20:22:09	4719/4719	---M--	200	added ('OK')	text/css	etag:%22126f-63d51df48cf00%22	https://andrara.com/wp-content/plugins/metform/public/assets/lib/cute-alert/style.css?ver=4.0.5	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/metform/public/assets/lib/cute-alert/style631d.css	(from https://andrara.com/)
20:22:10	22474/22474	---M--	200	added ('OK')	text/css	etag:%2257ca-63d51df48cf00%22	https://andrara.com/wp-content/plugins/metform/public/assets/css/text-editor.css?ver=4.0.5	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/metform/public/assets/css/text-editor631d.css	(from https://andrara.com/)
20:22:10	5456/5456	---M--	200	added ('OK')	text/css	etag:%221550-63d51e16e2000%22	https://andrara.com/wp-content/themes/hello-elementor/assets/css/reset.css?ver=3.4.4	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/themes/hello-elementor/assets/css/resetedb1.css	(from https://andrara.com/)
20:22:10	5097/5097	---M--	200	added ('OK')	text/css	etag:%2213e9-63d51e16e2000%22	https://andrara.com/wp-content/themes/hello-elementor/assets/css/theme.css?ver=3.4.4	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/themes/hello-elementor/assets/css/themeedb1.css	(from https://andrara.com/)
20:22:10	7182/7182	---M--	200	added ('OK')	text/css	etag:%221c0e-63d51e16e2000%22	https://andrara.com/wp-content/themes/hello-elementor/assets/css/header-footer.css?ver=3.4.4	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/themes/hello-elementor/assets/css/header-footeredb1.css	(from https://andrara.com/)
20:22:11	461946/461946	---M--	200	added ('OK')	text/css	etag:%2270c7a-63d51df7695c0%22	https://andrara.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.6.1	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-stylesa7a0.css	(from https://andrara.com/)
20:22:11	30347/30347	---M--	200	added ('OK')	text/css	etag:%22768b-63d51df7695c0%22	https://andrara.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.6.1	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsivea7a0.css	(from https://andrara.com/)
20:22:11	2802/2802	---M--	200	added ('OK')	text/css	etag:%22af2-63d51df7695c0%22	https://andrara.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/odometer-theme-default.css?ver=3.6.1	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/odometer-theme-defaulta7a0.css	(from https://andrara.com/)
20:22:11	5359/5359	---M--	200	added ('OK')	text/css	etag:%2214ef-63d5e30ab0b40%22	https://andrara.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/wpr-link-animations.min.css?ver=1.7.1031	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/wpr-link-animations.min75d8.css	(from https://andrara.com/)
20:22:11	14235/14235	---M--	200	added ('OK')	text/css	etag:%22379b-63d5e30ab0b40%22	https://andrara.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min.css?ver=1.7.1031	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min75d8.css	(from https://andrara.com/)
20:22:12	59344/59344	---M--	200	added ('OK')	text/css	etag:%22e7d0-63d51df581140%22	https://andrara.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.7.1031	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min75d8.css	(from https://andrara.com/)
20:22:12	11745/11745	---M--	200	added ('OK')	text/css	etag:%222de1-63dcfbdca5b71%22	https://andrara.com/wp-content/uploads/elementor/google-fonts/css/bigshouldersdisplay.css?ver=1756812311	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/uploads/elementor/google-fonts/css/bigshouldersdisplay78ce.css	(from https://andrara.com/)
20:22:12	22248/22248	---M--	200	added ('OK')	text/css	etag:%2256e8-63dcfbe1c254a%22	https://andrara.com/wp-content/uploads/elementor/google-fonts/css/worksans.css?ver=1756812317	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/uploads/elementor/google-fonts/css/worksans1c7e.css	(from https://andrara.com/)
20:22:12	414307/414307	---M--	200	added ('OK')	text/css	etag:%2265263-63d5e30ab0b40%22	https://andrara.com/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min.css?ver=1.7.1031	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min75d8.css	(from https://andrara.com/)
20:22:12	124992/124992	---M--	200	added ('OK')	text/css	etag:%221e840-63d51df7695c0%22	https://andrara.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.6.1	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticonsa7a0.css	(from https://andrara.com/)
20:22:13	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-6292835940ac7%22	https://andrara.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://andrara.com/)
20:22:13	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-62928357aa69a%22	https://andrara.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://andrara.com/)
20:22:14	84212/84212	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20Oct%202025%2001:22:13%20GMT	https://andrara.com/wp-json/wp/v2/pages/13	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-json/wp/v2/pages/13.json	(from https://andrara.com/)
20:22:14	307770/307770	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20Oct%202025%2001:22:13%20GMT	https://andrara.com/wp-json/	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-json/index.html	(from https://andrara.com/)
20:22:14	780/780	---MC-	200	added ('OK')	text/xml	date:Thu,%2016%20Oct%202025%2001:22:14%20GMT	https://andrara.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/maqueta1/andrara.com/xmlrpc0db0.php	(from https://andrara.com/)
20:22:15	2028/2028	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20Oct%202025%2001:22:14%20GMT	https://andrara.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fandrara.com%2F	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-json/oembed/1.0/embed1ce5.json	(from https://andrara.com/)
20:22:16	2189/2189	---MC-	200	added ('OK')	text/xml	date:Thu,%2016%20Oct%202025%2001:22:15%20GMT	https://andrara.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fandrara.com%2F&format=xml	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-json/oembed/1.0/embed72af	(from https://andrara.com/)
20:22:16	1345/1345	---M--	200	added ('OK')	image/png	etag:%22541-63d5e4437ed40%22	https://andrara.com/wp-content/uploads/2025/08/cropped-descarga-14-32x32.png	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/uploads/2025/08/cropped-descarga-14-32x32.png	(from https://andrara.com/)
20:22:16	15429/15429	---M--	200	added ('OK')	image/png	etag:%223c45-63d5e4437ed40%22	https://andrara.com/wp-content/uploads/2025/08/cropped-descarga-14-192x192.png	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/uploads/2025/08/cropped-descarga-14-192x192.png	(from https://andrara.com/)
20:22:17	13953/13953	---M--	200	added ('OK')	image/png	etag:%223681-63d5e4437ed40%22	https://andrara.com/wp-content/uploads/2025/08/cropped-descarga-14-180x180.png	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/uploads/2025/08/cropped-descarga-14-180x180.png	(from https://andrara.com/)
20:22:17	56042/56042	---M--	200	added ('OK')	image/png	etag:%22daea-63d5e51bfac00%22	https://andrara.com/wp-content/uploads/2025/08/logo-blanco-1-1024x1024.png	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/uploads/2025/08/logo-blanco-1-1024x1024.png	(from https://andrara.com/)
20:22:17	24824/24824	---M--	200	added ('OK')	image/png	etag:%2260f8-63d5fe0256b00%22	https://andrara.com/wp-content/uploads/2025/08/megafono.png	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/uploads/2025/08/megafono.png	(from https://andrara.com/)
20:22:17	26148/26148	---M--	200	added ('OK')	image/png	etag:%226624-63d5fe09f7d00%22	https://andrara.com/wp-content/uploads/2025/08/presupuesto-1.png	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/uploads/2025/08/presupuesto-1.png	(from https://andrara.com/)
20:22:17	29363/29363	---M--	200	added ('OK')	image/png	etag:%2272b3-63d5fe10a4cc0%22	https://andrara.com/wp-content/uploads/2025/08/experiencia.png	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/uploads/2025/08/experiencia.png	(from https://andrara.com/)
20:22:18	20915/20915	---M--	200	added ('OK')	image/png	etag:%2251b3-63d5fe1751c80%22	https://andrara.com/wp-content/uploads/2025/08/contenido-1.png	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/uploads/2025/08/contenido-1.png	(from https://andrara.com/)
20:22:18	114736/114736	---M--	200	added ('OK')	image/jpeg	etag:%221c030-63d5ff745d400%22	https://andrara.com/wp-content/uploads/2025/08/639176-1024x633.jpg	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/uploads/2025/08/639176-1024x633.jpg	(from https://andrara.com/)
20:22:18	132934/132934	---M--	200	added ('OK')	image/jpeg	etag:%2220746-63d84751bd680%22	https://andrara.com/wp-content/uploads/2025/08/41329-1024x758.jpg	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/uploads/2025/08/41329-1024x758.jpg	(from https://andrara.com/)
20:22:19	101842/101842	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Oct%202025%2001:22:18%20GMT	https://andrara.com/paginas-web/	C:/My%20Web%20Sites/maqueta1/andrara.com/paginas-web/index.html	(from https://andrara.com/)
20:22:19	122771/122771	---M--	200	added ('OK')	image/png	etag:%221df93-63d5e51a12780%22	https://andrara.com/wp-content/uploads/2025/08/logo-blanco-1.png	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/uploads/2025/08/logo-blanco-1.png	(from https://andrara.com/)
20:22:19	0/0	---M--	200	added ('OK')	text/css	etag:%220-63d51df951a40%22	https://andrara.com/wp-content/plugins/jeg-elementor-kit/lib/jeg-framework/assets/css/jeg-dynamic-styles.css?ver=1.3.0	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/jeg-elementor-kit/lib/jeg-framework/assets/css/jeg-dynamic-styles6f3e.css	(from https://andrara.com/)
20:22:19	26702/26702	---M--	200	added ('OK')	text/css	etag:%22684e-63d51df581140%22	https://andrara.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.31.2	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min242d.css	(from https://andrara.com/)
20:22:20	110641/110641	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Oct%202025%2001:22:18%20GMT	https://andrara.com/video-marketing/	C:/My%20Web%20Sites/maqueta1/andrara.com/video-marketing/index.html	(from https://andrara.com/)
20:22:20	52591/52591	---M--	200	added ('OK')	text/css	etag:%22cd6f-63dcfbe245313%22	https://andrara.com/wp-content/uploads/elementor/css/post-153.css?ver=1756812317	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/uploads/elementor/css/post-1531c7e.css	(from https://andrara.com/)
20:22:20	49885/49885	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Oct%202025%2001:22:19%20GMT	https://andrara.com/servicios/	C:/My%20Web%20Sites/maqueta1/andrara.com/servicios/index.html	(from https://andrara.com/)
20:22:20	5707/5707	---M--	200	added ('OK')	text/javascript	etag:%22164b-63d51df581140%22	https://andrara.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.31.2	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min242d.js	(from https://andrara.com/)
20:22:20	49432/49432	---M--	200	added ('OK')	text/javascript	etag:%22c118-63d51df581140%22	https://andrara.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.31.2	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/elementor/assets/js/frontend-modules.min242d.js	(from https://andrara.com/)
20:22:20	21464/21464	---M--	200	added ('OK')	text/javascript	etag:%2253d8-632d9db23f10c%22	https://andrara.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://andrara.com/)
20:22:20	32879/32879	---M--	200	added ('OK')	text/javascript	etag:%22806f-63d51df581140%22	https://andrara.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.31.2	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/elementor/assets/js/frontend.min242d.js	(from https://andrara.com/)
20:22:21	98364/98364	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Oct%202025%2001:22:20%20GMT	https://andrara.com/marketing-digital/	C:/My%20Web%20Sites/maqueta1/andrara.com/marketing-digital/index.html	(from https://andrara.com/)
20:22:21	43009/43009	---M--	200	added ('OK')	text/javascript	etag:%22a801-63d5e30ab0b40%22	https://andrara.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/particles/particles.js?ver=3.0.6	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/particles/particles7c45.js	(from https://andrara.com/)
20:22:21	15408/15408	---M--	200	added ('OK')	text/javascript	etag:%223c30-63d5e30ab0b40%22	https://andrara.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.min.js?ver=1.12.7	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.minf184.js	(from https://andrara.com/)
20:22:21	17272/17272	---M--	200	added ('OK')	text/javascript	etag:%224378-63d5e30ab0b40%22	https://andrara.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/parallax/parallax.min.js?ver=1.0	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/royal-elementor-addons/assets/js/lib/parallax/parallax.min5152.js	(from https://andrara.com/)
20:22:21	143709/143709	---M--	200	added ('OK')	text/javascript	etag:%222315d-63d51df581140%22	https://andrara.com/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a4.js	(from https://andrara.com/)
20:22:22	1264/1264	---M--	200	added ('OK')	text/javascript	etag:%224f0-63d51df48cf00%22	https://andrara.com/wp-content/plugins/metform/public/assets/js/htm.js?ver=4.0.5	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/metform/public/assets/js/htm631d.js	(from https://andrara.com/)
20:22:22	49845/49845	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Oct%202025%2001:22:21%20GMT	https://andrara.com/el-equipo/	C:/My%20Web%20Sites/maqueta1/andrara.com/el-equipo/index.html	(from https://andrara.com/)
20:22:22	10628/10628	---M--	200	added ('OK')	text/javascript	etag:%222984-6292848054d05%22	https://andrara.com/wp-includes/js/dist/vendor/react.min.js?ver=18.3.1.1	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-includes/js/dist/vendor/react.mine1ab.js	(from https://andrara.com/)
20:22:22	128946/128946	---M--	200	added ('OK')	text/javascript	etag:%221f7b2-632d9db227a09%22	https://andrara.com/wp-includes/js/dist/vendor/react-dom.min.js?ver=18.3.1.1	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-includes/js/dist/vendor/react-dom.mine1ab.js	(from https://andrara.com/)
20:22:22	1000/1000	---M--	200	added ('OK')	text/javascript	etag:%223e8-6292834741206%22	https://andrara.com/wp-includes/js/dist/escape-html.min.js?ver=6561a406d2d232a6fbd2	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-includes/js/dist/escape-html.min3a9d.js	(from https://andrara.com/)
20:22:22	11968/11968	---M--	200	added ('OK')	text/javascript	etag:%222ec0-632d9db22a8e9%22	https://andrara.com/wp-includes/js/dist/element.min.js?ver=a4eeeadd23c0d7ab1d2d	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-includes/js/dist/element.minfa0f.js	(from https://andrara.com/)
20:22:22	49808/49808	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Oct%202025%2001:22:22%20GMT	https://andrara.com/blog/	C:/My%20Web%20Sites/maqueta1/andrara.com/blog/index.html	(from https://andrara.com/)
20:22:23	603621/603621	---M--	200	added ('OK')	text/javascript	etag:%22935e5-63d51df48cf00%22	https://andrara.com/wp-content/plugins/metform/public/assets/js/app.js?ver=4.0.5	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/metform/public/assets/js/app631d.js	(from https://andrara.com/)
20:22:23	3516/3516	---M--	200	added ('OK')	text/javascript	etag:%22dbc-63d51df48cf00%22	https://andrara.com/wp-content/plugins/metform/public/assets/lib/cute-alert/cute-alert.js?ver=4.0.5	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/metform/public/assets/lib/cute-alert/cute-alert631d.js	(from https://andrara.com/)
20:22:23	1846/1846	---M--	200	added ('OK')	text/javascript	etag:%22736-63d51e16e2000%22	https://andrara.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.js?ver=3.4.4	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/themes/hello-elementor/assets/js/hello-frontendedb1.js	(from https://andrara.com/)
20:22:23	40/40	---M--	200	added ('OK')	text/javascript	etag:%2228-63d51df7695c0%22	https://andrara.com/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=3.6.1	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-scripta7a0.js	(from https://andrara.com/)
20:22:24	137522/137522	---M--	200	added ('OK')	text/javascript	etag:%2221932-63d51df7695c0%22	https://andrara.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=3.6.1	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scriptsa7a0.js	(from https://andrara.com/)
20:22:24	9702/9702	---M--	200	added ('OK')	text/javascript	etag:%2225e6-63d51df7695c0%22	https://andrara.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/odometer.min.js?ver=3.6.1	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/odometer.mina7a0.js	(from https://andrara.com/)
20:22:24	2009/2009	---M--	200	added ('OK')	text/javascript	etag:%227d9-63d51df951a40%22	https://andrara.com/wp-content/plugins/jeg-elementor-kit/assets/js/elements/fun-fact.js?ver=2.6.14	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/jeg-elementor-kit/assets/js/elements/fun-fact32bb.js	(from https://andrara.com/)
20:22:24	49836/49836	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Oct%202025%2001:22:23%20GMT	https://andrara.com/contacto/	C:/My%20Web%20Sites/maqueta1/andrara.com/contacto/index.html	(from https://andrara.com/)
20:22:24	4722/4722	---M--	200	added ('OK')	text/javascript	etag:%221272-63d51df951a40%22	https://andrara.com/wp-content/plugins/jeg-elementor-kit/assets/js/elements/sticky-element.js?ver=2.6.14	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/jeg-elementor-kit/assets/js/elements/sticky-element32bb.js	(from https://andrara.com/)
20:22:24	15073/15073	---M--	200	added ('OK')	text/javascript	etag:%223ae1-63d51df581140%22	https://andrara.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.31.2	C:/My%20Web%20Sites/maqueta1/andrara.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min242d.js	(from https://andrara.com/)
